symbol,asd,devreg,cns,housekeeping,gene_len,protein_len,transcripts,te,rvis
WFDC5,no link,non-devreg,non-CNS,luxury,5721,123,2,6,0.35
WFDC6,no link,non-devreg,non-CNS,luxury,5299,86,2,9,-0.08
WFDC8,no link,non-devreg,non-CNS,luxury,28175,241,4,60,0.73
WFDC9,no link,non-devreg,non-CNS,luxury,23330,89,2,37,0.72
WFIKKN1,no link,non-devreg,non-CNS,luxury,3105,548,2,1,NA
WFIKKN2,no link,non-devreg,non-CNS,luxury,7105,576,2,2,-0.62
WFS1,no link,non-devreg,non-CNS,luxury,33416,890,4,30,-0.1
WHAMM,no link,non-devreg,non-CNS,luxury,25641,809,2,49,0.33
WHSC1,no link,Devreg,non-CNS,luxury,110812,1365,12,195,-1.37
WHSC1L1,no link,non-devreg,non-CNS,luxury,107230,1437,4,174,-0.55
WI2-2373I1.2,no link,non-devreg,non-CNS,luxury,1319,233,2,0,NA
WIBG,no link,non-devreg,non-CNS,housekeeping,26501,204,4,73,-0.16
WIF1,no link,Devreg,non-CNS,luxury,70943,379,2,87,-0.32
WIPF1,no link,Devreg,non-CNS,luxury,75006,503,4,107,-0.6
WIPF2,no link,Devreg,non-CNS,luxury,62866,440,2,169,0.02
WIPF3,no link,Devreg,non-CNS,luxury,110513,483,2,164,NA
WIPI1,no link,non-devreg,non-CNS,luxury,36232,446,2,45,0.13
WIPI2,no link,non-devreg,non-CNS,housekeeping,43652,454,12,72,-1.07
WISP1,no link,non-devreg,non-CNS,luxury,40651,367,8,72,0.78
WISP2,no link,non-devreg,non-CNS,luxury,12568,250,2,30,0.44
WISP3,no link,non-devreg,non-CNS,luxury,15517,372,4,18,1.02
WIZ,no link,non-devreg,non-CNS,housekeeping,28445,794,2,35,-0.8
WLS,no link,non-devreg,non-CNS,luxury,134143,543,6,175,-0.6
WNK1,no link,non-devreg,non-CNS,luxury,158530,2833,8,247,-1.07
WNK2,no link,non-devreg,non-CNS,luxury,135643,2217,4,119,NA
WNK3,no link,non-devreg,non-CNS,luxury,165183,1800,4,389,-1.33
WNK4,no link,non-devreg,non-CNS,luxury,16436,1243,2,23,0.37
WNT1,no link,Devreg,CNS,luxury,4161,370,2,0,0.1
WNT10A,no link,Devreg,non-CNS,luxury,13397,417,2,11,NA
WNT10B,no link,Devreg,non-CNS,luxury,6519,389,2,7,-0.2
WNT11,no link,Devreg,non-CNS,luxury,20205,354,2,46,-0.09
WNT16,no link,non-devreg,non-CNS,luxury,12069,365,4,5,0.44
WNT2,asd-linked,Devreg,non-CNS,luxury,46658,360,2,58,-0.2
WNT2B,no link,Devreg,CNS,luxury,12541,391,6,12,-0.54
WNT3,no link,Devreg,non-CNS,luxury,56255,355,2,96,-0.45
WNT3A,no link,Devreg,CNS,luxury,54250,352,2,75,-0.21
WNT4,no link,Devreg,CNS,luxury,25722,351,2,39,-0.82
WNT5A,no link,Devreg,CNS,luxury,15684,365,4,10,-0.16
WNT5B,no link,Devreg,non-CNS,luxury,17967,359,4,22,-0.71
WNT6,no link,Devreg,non-CNS,luxury,14409,365,2,15,NA
WNT7A,no link,Devreg,CNS,luxury,61537,349,2,110,-0.67
WNT7B,no link,Devreg,CNS,luxury,56761,349,2,80,-1.09
WNT8A,no link,non-devreg,non-CNS,luxury,7426,351,6,14,-0.56
WNT8B,no link,non-devreg,non-CNS,luxury,20588,351,2,33,-0.05
WNT9A,no link,Devreg,non-CNS,luxury,26512,365,2,26,-0.78
WNT9B,no link,Devreg,non-CNS,luxury,25470,357,2,52,0.53
WRAP53,no link,non-devreg,non-CNS,housekeeping,17432,548,8,46,-0.57
WRAP73,no link,non-devreg,non-CNS,luxury,19341,460,2,15,-0.64
WRB,no link,non-devreg,non-CNS,housekeeping,17603,174,4,32,-0.03
WRN,no link,non-devreg,non-CNS,luxury,140500,1432,2,203,0.68
WRNIP1,no link,non-devreg,non-CNS,housekeeping,20314,665,4,14,NA
WSB1,no link,non-devreg,non-CNS,luxury,19540,421,4,24,-0.45
WSB2,no link,non-devreg,non-CNS,housekeeping,28460,404,6,61,0.22
WSCD1,no link,non-devreg,non-CNS,luxury,53814,575,2,78,-0.4
WSCD2,no link,non-devreg,non-CNS,luxury,120803,565,4,301,-0.53
WT1,no link,Devreg,non-CNS,luxury,47760,517,10,56,-0.45
WTAP,no link,non-devreg,non-CNS,housekeeping,29323,396,12,32,-0.14
WTH3DI,no link,non-devreg,non-CNS,housekeeping,3667,254,2,0,NA
WTIP,no link,Devreg,non-CNS,luxury,19206,430,2,37,NA
WWC1,no link,Devreg,non-CNS,luxury,180244,1119,6,421,-1.83
WWC2,no link,Devreg,non-CNS,luxury,221467,1192,2,343,0.06
WWC3,no link,Devreg,non-CNS,luxury,128724,1092,2,181,0.72
WWOX,no link,non-devreg,non-CNS,luxury,1113238,414,6,1738,1.1
WWP1,no link,non-devreg,CNS,housekeeping,125185,922,2,224,-0.69
WWP2,no link,non-devreg,non-CNS,housekeeping,179458,870,10,414,-0.51
WWTR1,no link,Devreg,non-CNS,luxury,140791,400,6,198,0.13
XAB2,no link,non-devreg,non-CNS,luxury,10029,855,2,4,-1.37
XAF1,no link,non-devreg,non-CNS,luxury,19809,301,4,40,1.0
XAGE1B,no link,non-devreg,non-CNS,luxury,5144,81,4,2,NA
XAGE1E,no link,non-devreg,non-CNS,luxury,5144,81,4,1,NA
XAGE2,no link,non-devreg,non-CNS,luxury,6745,111,2,3,NA
XAGE3,no link,non-devreg,non-CNS,luxury,4775,111,4,2,-0.03
XAGE5,no link,non-devreg,non-CNS,luxury,6095,108,2,6,0.17
XBP1,no link,Devreg,non-CNS,luxury,2486,197,4,0,-0.1
XCL1,no link,non-devreg,non-CNS,luxury,5605,114,2,2,0.73
XCL2,no link,non-devreg,non-CNS,luxury,3233,114,2,2,0.28
XCR1,no link,non-devreg,non-CNS,luxury,6689,333,4,11,-0.03
XDH,no link,Devreg,non-CNS,luxury,80424,1333,2,107,1.29
XG,no link,non-devreg,non-CNS,luxury,64449,195,6,126,0.42
XIAP,no link,non-devreg,non-CNS,housekeeping,54168,497,4,136,0.02
XIRP1,no link,non-devreg,non-CNS,luxury,9379,1843,4,2,1.64
XIRP2,no link,non-devreg,non-CNS,luxury,371265,3549,10,437,1.46
XK,no link,Devreg,non-CNS,luxury,46251,444,2,70,-0.05
XKR3,no link,non-devreg,non-CNS,luxury,38279,459,2,59,1.21
XKR4,no link,non-devreg,non-CNS,luxury,423694,650,2,504,-0.82
XKR5,no link,non-devreg,non-CNS,luxury,27126,686,4,30,NA
XKR6,no link,non-devreg,non-CNS,luxury,305219,641,2,478,-0.82
XKR7,no link,non-devreg,non-CNS,luxury,30452,579,2,68,-0.36
XKR8,no link,non-devreg,non-CNS,luxury,8101,395,2,17,-0.6
XKR9,no link,non-devreg,non-CNS,luxury,66578,373,8,109,1.24
XKRX,no link,non-devreg,non-CNS,luxury,15468,449,2,27,0.33
XKRY,no link,non-devreg,non-CNS,luxury,1581,117,2,1,NA
XKRY2,no link,non-devreg,non-CNS,luxury,1581,117,2,1,NA
XPA,no link,non-devreg,non-CNS,housekeeping,22501,273,2,37,0.68
XPC,no link,non-devreg,non-CNS,housekeeping,33525,940,2,52,0.45
XPNPEP1,no link,non-devreg,non-CNS,housekeeping,58788,666,4,87,-0.73
XPNPEP2,no link,non-devreg,non-CNS,luxury,30580,674,2,56,-0.38
XPNPEP3,no link,non-devreg,non-CNS,luxury,75739,507,4,184,-0.27
XPO1,asd-linked,non-devreg,non-CNS,housekeeping,60350,1071,2,115,-0.85
XPO4,no link,non-devreg,non-CNS,luxury,125446,1151,2,219,-0.78
XPO5,no link,non-devreg,non-CNS,luxury,53745,1204,2,101,-0.82
XPO6,no link,non-devreg,non-CNS,luxury,113942,1125,4,191,-0.75
XPO7,no link,non-devreg,non-CNS,housekeeping,86917,1087,2,116,-1.02
XPOT,no link,non-devreg,non-CNS,housekeeping,44311,962,2,70,-0.69
XPR1,no link,non-devreg,non-CNS,luxury,258270,696,4,438,-0.78
XRCC1,no link,non-devreg,non-CNS,luxury,32267,633,2,84,0.19
XRCC2,no link,Devreg,non-CNS,luxury,29664,280,2,71,0.02
XRCC3,no link,non-devreg,non-CNS,luxury,17870,346,6,16,0.24
XRCC4,no link,non-devreg,CNS,luxury,276263,336,6,376,1.28
XRCC5,no link,Devreg,CNS,housekeeping,96997,732,2,135,-0.47
XRCC6,no link,non-devreg,CNS,housekeeping,42758,609,8,124,-0.67
XRCC6BP1,no link,non-devreg,non-CNS,luxury,15608,246,2,31,0.31
XRN1,no link,non-devreg,non-CNS,luxury,141405,1706,6,247,-0.32
XRN2,no link,non-devreg,non-CNS,luxury,86522,950,2,110,-0.57
XRRA1,no link,non-devreg,non-CNS,luxury,108278,792,6,168,1.72
XXYLT1,no link,non-devreg,non-CNS,luxury,202883,393,2,277,NA
XYLB,no link,non-devreg,non-CNS,luxury,68217,536,2,135,0.67
XYLT1,no link,non-devreg,non-CNS,luxury,368558,959,2,823,-1.08
XYLT2,no link,non-devreg,non-CNS,housekeeping,15120,865,2,17,-0.48
YAE1D1,no link,non-devreg,non-CNS,luxury,6478,226,4,3,0.28
YAF2,no link,non-devreg,non-CNS,housekeeping,81248,204,8,156,NA
YAP1,no link,Devreg,non-CNS,luxury,122963,504,18,170,-0.27
YARS,no link,non-devreg,non-CNS,housekeeping,42794,528,2,111,-0.2
YARS2,no link,non-devreg,non-CNS,housekeeping,9410,477,2,22,-0.47
YBEY,no link,non-devreg,non-CNS,luxury,11399,167,4,51,0.01
YBX1,no link,non-devreg,non-CNS,luxury,19955,324,2,20,0.28
YBX2,no link,non-devreg,non-CNS,luxury,6306,364,2,2,-0.25
YBX3,no link,Devreg,non-CNS,luxury,24278,372,4,23,0.33
YDJC,no link,non-devreg,non-CNS,luxury,1963,323,2,0,NA
YEATS2,no link,non-devreg,non-CNS,luxury,114808,1422,2,247,-1.08
YEATS4,no link,non-devreg,non-CNS,luxury,31045,227,4,60,-0.12
YES1,no link,non-devreg,non-CNS,luxury,90736,543,2,210,-0.2
YIF1A,no link,non-devreg,non-CNS,housekeeping,4588,293,4,5,-0.6
YIF1B,no link,non-devreg,non-CNS,housekeeping,12407,314,12,34,-0.36
YIPF1,no link,non-devreg,non-CNS,housekeeping,38096,306,2,82,-0.23
YIPF2,no link,non-devreg,non-CNS,luxury,5914,316,2,8,-0.2
YIPF3,no link,non-devreg,non-CNS,housekeeping,5164,350,2,6,-0.54
YIPF4,no link,non-devreg,non-CNS,housekeeping,28701,244,2,69,0.37
YIPF5,no link,non-devreg,non-CNS,housekeeping,12556,257,6,10,0.39
YIPF6,no link,non-devreg,non-CNS,housekeeping,38504,236,4,82,-0.05
YIPF7,no link,non-devreg,non-CNS,luxury,29305,280,2,35,-0.12
YJEFN3,no link,non-devreg,non-CNS,luxury,8724,299,4,9,-0.25
YKT6,no link,non-devreg,non-CNS,housekeeping,13316,198,2,10,-0.32
YLPM1,no link,non-devreg,non-CNS,luxury,73945,2146,2,139,-2.45
YME1L1,no link,non-devreg,non-CNS,housekeeping,44310,716,6,88,-0.82
YOD1,no link,non-devreg,non-CNS,luxury,7229,348,4,1,-0.36
YPEL1,no link,non-devreg,non-CNS,luxury,38246,119,2,77,0.06
YPEL2,no link,non-devreg,non-CNS,housekeeping,70043,119,2,119,0.01
YPEL3,no link,Devreg,non-CNS,luxury,3903,119,4,6,0.19
YPEL4,no link,non-devreg,non-CNS,luxury,4858,127,2,0,-0.01
YPEL5,no link,non-devreg,non-CNS,luxury,13650,121,8,12,0.06
YRDC,no link,non-devreg,non-CNS,housekeeping,5252,279,2,7,NA
YTHDC1,no link,non-devreg,non-CNS,housekeeping,39720,727,4,36,-0.58
YTHDC2,no link,non-devreg,non-CNS,luxury,81594,1430,2,103,-0.28
YTHDF1,no link,non-devreg,non-CNS,housekeeping,20757,559,2,21,-0.09
YTHDF2,no link,non-devreg,non-CNS,housekeeping,33155,579,6,77,-0.01
YTHDF3,no link,non-devreg,non-CNS,housekeeping,44161,534,14,55,NA
YWHAB,no link,non-devreg,non-CNS,housekeeping,22818,246,4,32,0.1
YWHAE,no link,non-devreg,CNS,housekeeping,55723,255,2,142,-0.08
YWHAG,no link,Devreg,non-CNS,luxury,32235,247,2,57,-0.3
YWHAH,no link,Devreg,CNS,luxury,13112,246,2,9,-0.08
YWHAQ,no link,non-devreg,CNS,luxury,47001,245,2,78,-0.08
YWHAZ,no link,non-devreg,non-CNS,luxury,34418,245,12,44,0.08
YY1,no link,non-devreg,non-CNS,housekeeping,40270,414,2,82,0.15
YY1AP1,no link,non-devreg,non-CNS,housekeeping,29336,750,24,65,0.52
YY2,no link,non-devreg,non-CNS,luxury,2741,372,2,1,-0.32
ZACN,no link,non-devreg,non-CNS,luxury,3623,412,2,0,0.62
ZADH2,no link,non-devreg,non-CNS,housekeeping,12004,377,2,1,-0.18
ZAK,no link,non-devreg,non-CNS,luxury,192173,800,4,268,0.71
ZAN,no link,non-devreg,non-CNS,luxury,64171,2721,4,142,NA
ZAP70,no link,Devreg,non-CNS,luxury,26293,619,4,44,-1.16
ZAR1,no link,non-devreg,non-CNS,luxury,4114,424,2,1,NA
ZAR1L,no link,non-devreg,non-CNS,luxury,8184,321,2,15,0.3
ZBBX,no link,non-devreg,non-CNS,luxury,140009,839,6,157,2.45
ZBED1,no link,non-devreg,non-CNS,luxury,14126,694,12,18,-2.19
ZBED2,no link,non-devreg,non-CNS,luxury,2436,218,2,0,0.35
ZBED3,no link,non-devreg,non-CNS,luxury,10499,234,2,12,NA
ZBED4,asd-linked,non-devreg,non-CNS,housekeeping,36230,1171,2,78,-1.31
ZBED5,no link,non-devreg,non-CNS,luxury,5370,693,4,4,NA
ZBED6,no link,non-devreg,non-CNS,housekeeping,2940,979,2,0,NA
ZBED6CL,no link,non-devreg,non-CNS,luxury,2874,236,2,1,1.15
ZBED8,no link,non-devreg,non-CNS,luxury,6906,594,4,12,0.33
ZBED9,no link,non-devreg,non-CNS,luxury,15706,1325,2,17,-0.95
ZBP1,no link,non-devreg,non-CNS,luxury,16731,429,8,27,3.02
ZBTB1,no link,Devreg,non-CNS,housekeeping,20378,713,4,35,-0.25
ZBTB10,no link,non-devreg,non-CNS,housekeeping,40053,871,6,50,-0.16
ZBTB11,no link,non-devreg,non-CNS,housekeeping,27706,1053,2,54,-1.3
ZBTB12,no link,non-devreg,non-CNS,luxury,2376,459,2,0,0.04
ZBTB14,no link,non-devreg,non-CNS,housekeeping,7177,449,8,1,-0.56
ZBTB16,no link,Devreg,CNS,luxury,190110,673,4,224,-0.8
ZBTB17,no link,non-devreg,non-CNS,housekeeping,34264,803,8,58,-0.69
ZBTB18,no link,non-devreg,CNS,housekeeping,8540,522,6,0,-0.78
ZBTB2,no link,non-devreg,non-CNS,luxury,27428,514,2,40,-1.0
ZBTB20,no link,non-devreg,non-CNS,luxury,45543,741,14,42,0.35
ZBTB21,no link,non-devreg,non-CNS,housekeeping,23557,1066,6,33,-0.1
ZBTB22,no link,non-devreg,non-CNS,luxury,3538,634,4,1,0.18
ZBTB24,no link,non-devreg,non-CNS,luxury,20722,697,4,33,-0.11
ZBTB25,no link,non-devreg,non-CNS,housekeeping,17000,435,6,33,-0.34
ZBTB26,no link,non-devreg,non-CNS,luxury,13402,441,6,24,-0.14
ZBTB3,no link,non-devreg,non-CNS,luxury,3222,574,2,3,0.22
ZBTB32,no link,non-devreg,non-CNS,luxury,4111,487,2,1,0.2
ZBTB33,no link,non-devreg,non-CNS,housekeeping,7645,672,4,0,0.24
ZBTB34,no link,non-devreg,non-CNS,luxury,25213,500,2,41,-0.82
ZBTB37,no link,non-devreg,non-CNS,luxury,18282,503,4,31,0.08
ZBTB38,no link,non-devreg,non-CNS,luxury,125578,1195,2,169,0.03
ZBTB39,no link,non-devreg,non-CNS,housekeeping,7681,712,2,1,-0.17
ZBTB4,no link,non-devreg,non-CNS,luxury,24884,1013,4,44,-0.1
ZBTB40,no link,non-devreg,non-CNS,luxury,79307,1239,4,122,-0.64
ZBTB41,no link,non-devreg,non-CNS,luxury,46859,909,2,62,-0.4
ZBTB42,no link,non-devreg,non-CNS,luxury,4116,422,2,1,0.77
ZBTB43,no link,non-devreg,non-CNS,luxury,33203,467,4,67,-0.25
ZBTB44,no link,non-devreg,non-CNS,housekeeping,88034,453,6,153,-0.45
ZBTB45,no link,non-devreg,non-CNS,housekeeping,6025,511,2,3,-0.38
ZBTB46,no link,Devreg,non-CNS,luxury,61836,589,2,107,-0.86
ZBTB47,no link,non-devreg,non-CNS,luxury,13897,747,2,8,-0.05
ZBTB48,no link,non-devreg,non-CNS,luxury,9278,688,6,9,-1.0
ZBTB49,no link,non-devreg,non-CNS,luxury,31590,765,2,60,1.09
ZBTB5,no link,non-devreg,non-CNS,housekeeping,27308,677,2,59,-0.44
ZBTB6,no link,non-devreg,non-CNS,housekeeping,5273,424,2,3,-0.25
ZBTB7A,no link,Devreg,non-CNS,housekeeping,21601,584,2,35,NA
ZBTB7B,no link,non-devreg,non-CNS,luxury,15896,573,4,5,-0.64
ZBTB7C,no link,Devreg,non-CNS,luxury,110042,619,2,166,-0.18
ZBTB8A,no link,non-devreg,non-CNS,luxury,66771,441,4,206,-0.49
ZBTB8B,no link,non-devreg,non-CNS,luxury,22802,495,2,61,0.13
ZBTB8OS,no link,non-devreg,non-CNS,housekeeping,28879,179,2,93,0.13
ZBTB9,no link,non-devreg,non-CNS,luxury,2965,473,2,0,0.53
ZC2HC1A,no link,non-devreg,non-CNS,luxury,53716,325,2,70,0.02
ZC2HC1B,no link,non-devreg,non-CNS,luxury,73911,222,2,103,0.37
ZC2HC1C,no link,non-devreg,non-CNS,luxury,8501,456,4,13,0.4
ZC3H10,no link,non-devreg,non-CNS,housekeeping,4249,434,6,0,-0.18
ZC3H11A,no link,non-devreg,non-CNS,housekeeping,58506,810,2,112,-0.33
ZC3H12A,no link,Devreg,non-CNS,luxury,9860,599,2,6,0.67
ZC3H12B,no link,non-devreg,non-CNS,luxury,19153,836,2,24,-0.47
ZC3H12C,no link,non-devreg,non-CNS,luxury,78480,883,2,108,-0.73
ZC3H12D,no link,non-devreg,non-CNS,luxury,37383,527,2,79,NA
ZC3H13,no link,non-devreg,non-CNS,housekeeping,90581,1564,2,118,-0.25
ZC3H14,no link,non-devreg,non-CNS,luxury,50601,736,12,74,-0.64
ZC3H15,no link,non-devreg,non-CNS,housekeeping,23203,426,2,30,-0.16
ZC3H18,no link,non-devreg,non-CNS,housekeeping,61584,953,4,93,-1.32
ZC3H3,no link,non-devreg,non-CNS,housekeeping,103796,948,2,91,2.68
ZC3H4,no link,non-devreg,non-CNS,luxury,49563,1303,2,91,-1.32
ZC3H6,no link,non-devreg,non-CNS,luxury,5905,97,2,9,-0.57
ZC3H7A,no link,non-devreg,non-CNS,housekeeping,46673,971,2,78,-0.39
ZC3H7B,no link,non-devreg,non-CNS,housekeeping,58645,977,2,143,-1.19
ZC3H8,no link,Devreg,non-CNS,luxury,39226,291,2,81,0.22
ZC3HAV1,no link,non-devreg,non-CNS,luxury,66200,902,4,135,0.72
ZC3HAV1L,no link,non-devreg,non-CNS,luxury,10324,300,2,21,NA
ZC3HC1,no link,non-devreg,non-CNS,luxury,33108,502,6,73,0.24
ZC4H2,no link,non-devreg,CNS,luxury,60732,224,8,78,-0.03
ZCCHC10,no link,non-devreg,non-CNS,housekeeping,29563,170,14,99,0.17
ZCCHC11,no link,non-devreg,non-CNS,housekeeping,129815,1645,4,303,-1.59
ZCCHC12,no link,non-devreg,non-CNS,luxury,3145,402,2,2,-0.29
ZCCHC13,no link,non-devreg,non-CNS,luxury,845,166,2,0,0.77
ZCCHC14,no link,non-devreg,non-CNS,luxury,85609,949,2,127,-1.28
ZCCHC16,no link,non-devreg,non-CNS,luxury,374221,310,2,553,0.08
ZCCHC17,no link,non-devreg,non-CNS,luxury,67939,241,20,181,0.06
ZCCHC18,no link,non-devreg,non-CNS,luxury,3427,403,2,1,NA
ZCCHC2,no link,non-devreg,non-CNS,luxury,55161,1178,2,57,0.34
ZCCHC24,no link,non-devreg,non-CNS,luxury,63301,241,2,111,NA
ZCCHC3,no link,non-devreg,non-CNS,housekeeping,2760,403,2,5,NA
ZCCHC4,no link,non-devreg,non-CNS,luxury,57610,513,2,117,1.8
ZCCHC5,no link,non-devreg,non-CNS,luxury,3260,475,2,0,0.49
ZCCHC6,no link,non-devreg,non-CNS,luxury,66755,1495,6,92,-0.68
ZCCHC7,no link,non-devreg,non-CNS,housekeeping,237677,543,8,346,-0.38
ZCCHC8,no link,non-devreg,non-CNS,luxury,29398,707,2,60,NA
ZCCHC9,no link,non-devreg,non-CNS,housekeeping,11564,271,6,12,0.48
ZCRB1,no link,non-devreg,non-CNS,housekeeping,14045,217,2,20,0.04
ZCWPW1,no link,non-devreg,non-CNS,luxury,27937,648,4,46,0.69
ZCWPW2,no link,non-devreg,non-CNS,luxury,134644,356,2,155,0.37
ZDBF2,no link,non-devreg,non-CNS,luxury,39626,2354,4,54,1.8
ZDHHC1,no link,non-devreg,non-CNS,luxury,22018,485,2,31,-0.42
ZDHHC11,no link,non-devreg,non-CNS,luxury,55382,412,2,53,0.98
ZDHHC12,no link,non-devreg,non-CNS,luxury,3260,267,2,2,0.69
ZDHHC13,no link,non-devreg,non-CNS,luxury,59276,622,4,87,0.66
ZDHHC14,no link,non-devreg,non-CNS,housekeeping,292421,488,4,396,0.35
ZDHHC15,no link,non-devreg,non-CNS,luxury,155076,337,6,192,-0.05
ZDHHC16,no link,non-devreg,non-CNS,housekeeping,11198,377,14,13,-0.91
ZDHHC17,no link,non-devreg,non-CNS,luxury,89621,632,2,153,-0.16
ZDHHC18,no link,non-devreg,non-CNS,luxury,29011,388,2,69,-0.32
ZDHHC19,no link,non-devreg,non-CNS,luxury,13978,309,2,23,1.02
ZDHHC2,no link,non-devreg,non-CNS,housekeeping,66406,367,2,97,-0.05
ZDHHC20,no link,non-devreg,non-CNS,luxury,86799,354,4,169,0.75
ZDHHC21,no link,non-devreg,non-CNS,luxury,82412,265,2,76,-0.23
ZDHHC22,no link,non-devreg,non-CNS,luxury,10522,263,2,10,-0.23
ZDHHC23,no link,non-devreg,non-CNS,luxury,15080,409,2,10,-0.36
ZDHHC24,no link,non-devreg,non-CNS,luxury,6937,284,2,12,NA
ZDHHC3,no link,non-devreg,non-CNS,housekeeping,60922,327,4,69,0.08
ZDHHC4,no link,non-devreg,non-CNS,housekeeping,11546,344,8,27,0.78
ZDHHC5,no link,non-devreg,non-CNS,housekeeping,33186,715,2,54,-0.27
ZDHHC6,no link,non-devreg,non-CNS,luxury,16615,413,4,20,0.08
ZDHHC7,no link,non-devreg,non-CNS,luxury,37075,308,4,59,-0.31
ZDHHC8,no link,non-devreg,non-CNS,housekeeping,16167,778,4,5,-1.17
ZDHHC9,no link,non-devreg,non-CNS,luxury,40647,364,4,73,-0.12
ZEB1,no link,Devreg,CNS,luxury,210642,1125,12,221,0.56
ZEB2,no link,Devreg,CNS,luxury,136017,1214,4,66,-0.91
ZER1,no link,non-devreg,non-CNS,luxury,42147,766,2,108,-0.98
ZFAND1,no link,non-devreg,non-CNS,housekeeping,19974,268,6,35,-0.34
ZFAND2A,no link,non-devreg,non-CNS,luxury,7313,145,2,5,-0.01
ZFAND2B,no link,non-devreg,non-CNS,housekeeping,2868,257,6,1,0.28
ZFAND3,no link,non-devreg,non-CNS,housekeeping,335093,227,2,520,0.04
ZFAND4,no link,non-devreg,non-CNS,luxury,57213,727,8,110,0.87
ZFAND5,no link,non-devreg,non-CNS,housekeeping,13823,213,12,5,-0.12
ZFAND6,no link,non-devreg,non-CNS,housekeeping,78826,208,20,148,0.06
ZFAT,no link,non-devreg,non-CNS,luxury,235262,1243,12,352,-0.39
ZFC3H1,no link,non-devreg,non-CNS,luxury,54371,1989,2,56,-1.83
ZFHX2,no link,non-devreg,non-CNS,luxury,30795,2572,2,19,NA
ZFHX3,no link,Devreg,CNS,luxury,265489,3703,4,276,-4.26
ZFHX4,no link,non-devreg,non-CNS,luxury,186007,3616,2,116,-1.74
ZFP1,no link,non-devreg,non-CNS,luxury,23712,407,2,62,-0.31
ZFP14,no link,non-devreg,non-CNS,luxury,44751,533,4,114,0.31
ZFP2,no link,non-devreg,non-CNS,luxury,37295,461,2,69,0.18
ZFP28,no link,non-devreg,non-CNS,luxury,17854,868,2,26,0.05
ZFP3,no link,non-devreg,non-CNS,luxury,17916,502,2,38,-0.36
ZFP30,no link,non-devreg,non-CNS,luxury,22925,519,2,46,0.13
ZFP36,no link,Devreg,non-CNS,luxury,2566,332,2,0,-0.25
ZFP36L1,no link,non-devreg,non-CNS,luxury,8589,407,6,0,-0.05
ZFP36L2,no link,Devreg,non-CNS,luxury,4205,494,2,0,NA
ZFP37,no link,non-devreg,non-CNS,luxury,14823,630,6,13,0.26
ZFP41,no link,non-devreg,non-CNS,luxury,15778,198,4,18,0.11
ZFP42,no link,non-devreg,non-CNS,luxury,9275,310,4,21,0.17
ZFP57,no link,non-devreg,non-CNS,luxury,4763,536,2,5,1.97
ZFP62,no link,non-devreg,non-CNS,luxury,13676,900,4,15,0.46
ZFP64,no link,non-devreg,non-CNS,luxury,40708,681,8,93,0.45
ZFP69,no link,non-devreg,non-CNS,luxury,18714,526,2,37,0.87
ZFP69B,no link,non-devreg,non-CNS,luxury,13054,534,2,20,1.11
ZFP82,no link,non-devreg,non-CNS,luxury,26690,532,2,52,-0.67
ZFP90,no link,non-devreg,non-CNS,luxury,27379,636,2,54,-0.27
ZFP91,no link,non-devreg,non-CNS,housekeeping,42437,570,4,58,0.37
ZFP92,no link,non-devreg,non-CNS,luxury,3306,416,2,0,NA
ZFPL1,no link,non-devreg,non-CNS,housekeeping,4181,310,2,4,0.31
ZFPM1,no link,Devreg,non-CNS,luxury,81561,1006,2,66,NA
ZFPM2,no link,Devreg,non-CNS,luxury,485621,1151,2,496,0.52
ZFR,no link,non-devreg,non-CNS,housekeeping,90389,1074,2,177,-0.75
ZFR2,no link,non-devreg,non-CNS,luxury,65006,939,4,129,0.39
ZFX,no link,non-devreg,non-CNS,luxury,66611,805,10,137,-0.23
ZFY,no link,non-devreg,non-CNS,luxury,47030,801,6,74,NA
ZFYVE1,no link,non-devreg,non-CNS,housekeeping,57762,777,8,124,-1.2
ZFYVE16,no link,non-devreg,non-CNS,luxury,71661,1539,8,127,1.21
ZFYVE19,no link,non-devreg,non-CNS,housekeeping,7494,461,8,11,1.62
ZFYVE21,no link,non-devreg,non-CNS,luxury,17925,252,4,13,0.19
ZFYVE26,no link,non-devreg,non-CNS,luxury,70070,2539,2,95,-0.27
ZFYVE27,no link,non-devreg,non-CNS,housekeeping,23787,411,14,34,0.87
ZFYVE28,no link,non-devreg,non-CNS,luxury,149047,887,12,222,-0.54
ZFYVE9,no link,non-devreg,non-CNS,luxury,204593,1425,4,429,0.14
ZG16,no link,non-devreg,non-CNS,luxury,3409,167,2,2,0.92
ZG16B,no link,non-devreg,non-CNS,luxury,2113,208,2,1,0.51
ZGLP1,no link,non-devreg,non-CNS,luxury,4755,271,2,8,0.17
ZGPAT,no link,non-devreg,non-CNS,housekeeping,28159,531,10,81,-0.71
ZGRF1,no link,non-devreg,non-CNS,luxury,97663,2104,2,192,NA
ZHX1,no link,non-devreg,non-CNS,housekeeping,26038,873,4,26,-0.8
ZHX1-C8orf76,no link,non-devreg,non-CNS,housekeeping,48299,292,2,70,-0.32
ZHX2,no link,Devreg,non-CNS,housekeeping,192855,837,2,376,-1.1
ZHX3,no link,Devreg,non-CNS,housekeeping,121651,956,2,194,-0.2
ZIC1,no link,non-devreg,CNS,luxury,7326,447,2,0,-0.49
ZIC2,no link,non-devreg,CNS,luxury,4994,532,2,0,NA
