symbol,gi,protlen,transcripts,length,introns,mcs_ds,dmcs_ds,asd,DevReg,cns,housekeeping,RVIS,te,teLINE_L1,teLINE_L2,teSINE_MIR,teSINE_Alu,teL1_L1M,teL1_L1PA,dte,dteLINE_L1,dteLINE_L2,dteSINE_MIR,dteSINE_Alu,dteL1_L1M,dteL1_L1PA
SAMD4A,23034,718,6,225704,10,1871,8.289618261,no link,non-devreg,non-CNS,luxury,-0.64,243,23,43,58,58,18,2,1.07663134,0.101903378,0.190515011,0.256973736,0.256973736,0.07975047,0.008861163
SAMD4B,55095,694,4,42430,14,822,19.37308508,no link,non-devreg,non-CNS,housekeeping,-0.91,77,1,13,23,26,1,0,1.814753712,0.02356823,0.30638699,0.542069291,0.612773981,0.02356823,0
SAMD5,389432,173,2,61330,0,0,0,no link,non-devreg,non-CNS,luxury,NA,73,8,9,11,13,5,0,1.190282081,0.130441872,0.146747106,0.179357574,0.211968042,0.08152617,0
SAMD7,344658,446,4,27467,7,474,17.25707212,no link,non-devreg,non-CNS,luxury,0.09,44,10,9,3,13,9,1,1.601922307,0.364073252,0.327665926,0.109221975,0.473295227,0.327665926,0.036407325
SAMD8,142891,415,4,70489,4,315,4.468782363,no link,non-devreg,non-CNS,housekeeping,-0.16,166,45,7,8,90,39,2,2.354977372,0.63839748,0.099306275,0.113492885,1.276794961,0.553277816,0.028373221
SAMD9,54809,1589,4,18511,0,0,0,no link,non-devreg,non-CNS,luxury,1.12,11,8,0,0,2,7,1,0.594241262,0.432175463,0,0,0.108043866,0.37815353,0.054021933
SAMD9L,219285,1584,10,18313,3,185,10.10211325,no link,non-devreg,non-CNS,luxury,-0.03,16,1,7,1,0,1,0,0.873696281,0.054606018,0.382242123,0.054606018,0,0.054606018,0
SAMHD1,25939,626,2,60020,14,708,11.79606798,no link,non-devreg,non-CNS,luxury,-0.73,181,24,11,9,109,24,0,3.015661446,0.399866711,0.183272243,0.149950017,1.816061313,0.399866711,0
SAMM50,25813,469,2,41152,13,356,8.650855365,no link,non-devreg,non-CNS,housekeeping,-0.27,80,17,14,7,29,17,0,1.944012442,0.413102644,0.340202177,0.170101089,0.70470451,0.413102644,0
SAMSN1,64092,441,6,98175,7,812,8.270944742,no link,non-devreg,non-CNS,luxury,0.42,106,15,17,25,26,5,4,1.079704609,0.152788388,0.173160173,0.254647313,0.264833206,0.050929463,0.04074357
SAP130,79595,1083,4,86079,19,1045,12.14001092,no link,non-devreg,non-CNS,luxury,-1.62,220,52,15,6,104,41,4,2.555791773,0.604096237,0.17425853,0.069703412,1.208192474,0.476306649,0.046468941
SAP18,10284,172,2,8572,2,52,6.066262249,no link,non-devreg,non-CNS,housekeeping,-0.12,20,4,0,1,8,3,0,2.333177788,0.466635558,0,0.116658889,0.933271115,0.349976668,0
SAP25,100316904,199,2,1418,4,2,1.410437236,no link,non-devreg,non-CNS,luxury,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAP30,8819,220,2,6591,2,28,4.248217266,no link,non-devreg,non-CNS,housekeeping,0.06,5,0,0,0,4,0,0,0.758610226,0,0,0,0.606888181,0,0
SAP30BP,29115,308,6,40741,9,789,19.3662404,no link,non-devreg,non-CNS,housekeeping,-0.12,54,3,4,6,26,2,0,1.325446111,0.073635895,0.098181193,0.14727179,0.638177757,0.049090597,0
SAP30L,79685,183,6,15097,2,57,3.775584553,no link,non-devreg,non-CNS,housekeeping,-0.01,14,1,1,6,4,1,0,0.927336557,0.066238325,0.066238325,0.397429953,0.264953302,0.066238325,0
SAPCD1,401251,178,2,5423,12,43,7.929190485,no link,non-devreg,non-CNS,luxury,1.44,1,0,1,0,0,0,0,0.184399779,0,0.184399779,0,0,0,0
SAPCD2,89958,394,2,8450,4,31,3.668639053,no link,non-devreg,non-CNS,luxury,NA,8,0,1,1,5,0,0,0.946745562,0,0.118343195,0.118343195,0.591715976,0,0
SAR1A,56681,198,4,20325,5,214,10.52890529,no link,non-devreg,non-CNS,housekeeping,-0.03,29,3,3,3,11,3,0,1.426814268,0.147601476,0.147601476,0.147601476,0.541205412,0.147601476,0
SAR1B,51128,198,4,31695,5,305,9.622968923,no link,non-devreg,non-CNS,luxury,-0.23,69,6,4,3,55,6,0,2.176999527,0.189304307,0.126202871,0.094652153,1.735289478,0.189304307,0
SARAF,51669,339,4,20019,4,162,8.092312303,no link,non-devreg,non-CNS,housekeeping,-0.4,34,14,2,1,11,9,0,1.698386533,0.699335631,0.09990509,0.049952545,0.549477996,0.449572906,0
SARDH,1757,918,4,74796,19,925,12.3669715,no link,non-devreg,non-CNS,luxury,1.41,107,22,14,29,22,18,0,1.430557784,0.294133376,0.187175785,0.387721269,0.294133376,0.24065458,0
SARM1,23098,724,2,29079,9,575,19.77371987,no link,Devreg,non-CNS,luxury,NA,69,4,15,18,25,4,0,2.372846384,0.137556312,0.51583617,0.619003405,0.859726951,0.137556312,0
SARNP,84324,162,2,25202,5,0,0,no link,non-devreg,non-CNS,housekeeping,-0.12,63,12,5,6,34,12,0,2.499801603,0.476152686,0.198396953,0.238076343,1.349099278,0.476152686,0
SARS,6301,514,2,24290,9,370,15.23260601,no link,non-devreg,non-CNS,housekeeping,-0.32,52,10,5,4,24,10,0,2.140798683,0.411692054,0.205846027,0.164676822,0.98806093,0.411692054,0
SARS2,54938,520,4,15633,15,208,13.30518774,no link,non-devreg,non-CNS,luxury,-0.71,45,2,2,7,23,2,0,2.878526195,0.127934498,0.127934498,0.447770741,1.471246722,0.127934498,0
SART1,9092,800,2,18448,18,228,12.35906331,no link,Devreg,non-CNS,housekeeping,-0.95,33,5,5,6,14,5,0,1.788811795,0.27103209,0.27103209,0.325238508,0.758889853,0.27103209,0
SART3,9733,963,2,39175,17,443,11.30823229,asd-linked,non-devreg,non-CNS,housekeeping,-1.04,73,24,3,15,22,24,0,1.863433312,0.612635609,0.076579451,0.382897256,0.561582642,0.612635609,0
SASH1,23328,1247,2,209456,18,3624,17.30196318,no link,Devreg,non-CNS,luxury,-0.56,295,40,23,31,146,34,0,1.408410358,0.190970896,0.109808265,0.148002444,0.697043771,0.162325262,0
SASH3,54440,380,2,15285,6,198,12.95387635,no link,Devreg,non-CNS,luxury,-0.45,22,2,1,11,5,2,0,1.439319594,0.130847236,0.065423618,0.719659797,0.32711809,0.130847236,0
SASS6,163786,657,4,49410,15,645,13.05403764,no link,non-devreg,non-CNS,luxury,-0.25,98,31,5,12,38,29,2,1.983404169,0.62740336,0.10119409,0.242865817,0.769075086,0.586925724,0.040477636
SAT1,6303,171,2,3053,4,65,21.2905339,no link,non-devreg,non-CNS,luxury,-0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAT2,112483,170,2,1639,4,24,14.64307505,no link,non-devreg,non-CNS,housekeeping,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SATB1,6304,763,6,91133,9,1712,18.78573075,no link,non-devreg,non-CNS,luxury,-0.58,39,3,8,13,2,2,1,0.427945969,0.032918921,0.087783789,0.142648656,0.021945947,0.021945947,0.010972974
SATB2,23314,733,6,195609,10,4942,25.26468619,no link,non-devreg,CNS,luxury,-0.87,170,15,26,42,44,13,2,0.869080666,0.076683588,0.13291822,0.214714047,0.224938525,0.06645911,0.010224478
SATL1,340562,632,2,16683,3,125,7.492657196,no link,non-devreg,non-CNS,luxury,1.57,25,10,3,1,5,9,1,1.498531439,0.599412576,0.179823773,0.059941258,0.299706288,0.539471318,0.059941258
SAV1,60485,383,2,34774,3,250,7.189279347,no link,Devreg,non-CNS,housekeeping,-0.29,54,15,1,4,20,12,3,1.552884339,0.431356761,0.028757117,0.11502847,0.575142348,0.345085409,0.086271352
SAXO1,158297,474,6,105366,2,243,2.306246797,no link,non-devreg,non-CNS,luxury,2.36,130,30,2,23,44,20,8,1.233794583,0.284721827,0.018981455,0.218286734,0.417592013,0.189814551,0.07592582
SAXO2,283726,398,2,22116,1,0,0,no link,non-devreg,non-CNS,luxury,0.89,32,7,6,3,7,6,0,1.44691626,0.316512932,0.271296799,0.135648399,0.316512932,0.271296799,0
SAYSD1,55776,183,4,11026,0,0,0,no link,non-devreg,non-CNS,luxury,0.5,13,7,2,1,1,7,0,1.17903138,0.634863051,0.181389443,0.090694722,0.090694722,0.634863051,0
SBDS,51119,250,2,7899,3,75,9.494872769,no link,non-devreg,non-CNS,housekeeping,0.24,15,3,0,1,9,3,0,1.898974554,0.379794911,0,0.126598304,1.139384732,0.379794911,0
SBF1,6305,1893,2,30034,39,606,20.17713258,asd-linked,non-devreg,non-CNS,luxury,-4.05,20,6,0,5,9,6,0,0.665911966,0.19977359,0,0.166477992,0.299660385,0.19977359,0
SBF2,81846,1849,2,515541,38,4741,9.196164806,no link,non-devreg,non-CNS,luxury,-2,867,281,55,60,282,228,30,1.681728514,0.545058492,0.106684046,0.116382596,0.546998202,0.442253865,0.058191298
SBK1,388228,424,2,31331,2,43,1.372442629,no link,non-devreg,non-CNS,luxury,NA,74,4,9,29,28,3,1,2.361878012,0.127669082,0.287255434,0.925600843,0.893683572,0.095751811,0.03191727
SBK2,646643,348,2,7336,2,45,6.134133043,no link,non-devreg,non-CNS,luxury,NA,16,0,2,2,10,0,0,2.181025082,0,0.272628135,0.272628135,1.363140676,0,0
SBK3,100130827,359,2,4887,3,77,15.75608758,no link,non-devreg,non-CNS,luxury,NA,4,0,0,3,1,0,0,0.818498056,0,0,0.613873542,0.204624514,0,0
SBNO1,55206,1393,4,61333,29,1001,16.32074087,no link,non-devreg,non-CNS,luxury,-0.82,121,6,0,3,101,6,0,1.972836809,0.097826619,0,0.048913309,1.64674808,0.097826619,0
SBNO2,22904,1366,4,66650,30,409,6.136534134,no link,non-devreg,non-CNS,luxury,-2.27,61,9,1,5,37,9,0,0.915228807,0.135033758,0.015003751,0.075018755,0.555138785,0.135033758,0
SBSN,374897,590,6,4985,2,9,1.805416249,no link,non-devreg,non-CNS,luxury,2,3,0,0,1,2,0,0,0.601805416,0,0,0.200601805,0.401203611,0,0
SBSPON,157869,264,2,28730,3,139,4.838148277,no link,non-devreg,non-CNS,luxury,0.73,50,1,8,12,15,1,0,1.740341107,0.034806822,0.278454577,0.417681866,0.522102332,0.034806822,0
SC5D,6309,299,4,20732,3,161,7.765772719,no link,non-devreg,non-CNS,luxury,-0.25,33,6,4,5,6,5,0,1.591742234,0.289407679,0.192938453,0.241173066,0.289407679,0.241173066,0
SCAF1,58506,1312,2,16525,9,87,5.264750378,no link,non-devreg,non-CNS,housekeeping,NA,25,0,3,9,10,0,0,1.512859304,0,0.181543116,0.544629349,0.605143722,0,0
SCAF11,9169,1463,2,71488,13,719,10.05763205,no link,non-devreg,non-CNS,housekeeping,-0.21,101,26,10,9,33,23,0,1.41282453,0.363697404,0.139883617,0.125895255,0.461615936,0.321732319,0
SCAF4,57466,1147,6,61119,18,955,15.62525565,no link,non-devreg,non-CNS,housekeeping,-1.21,73,8,8,14,26,8,0,1.194391269,0.130892194,0.130892194,0.229061339,0.42539963,0.130892194,0
SCAF8,22828,1271,10,100683,18,1260,12.51452579,no link,non-devreg,non-CNS,housekeeping,-0.95,162,25,15,15,69,18,4,1.609010459,0.248304083,0.14898245,0.14898245,0.685319269,0.17877894,0.039728653
SCAI,286205,629,4,200951,17,1252,6.230374569,no link,non-devreg,non-CNS,luxury,-0.49,494,108,35,24,241,96,6,2.458310732,0.537444452,0.174171813,0.1194321,1.199297341,0.477728401,0.029858025
SCAMP1,9522,338,4,120224,8,672,5.589566143,no link,non-devreg,non-CNS,luxury,NA,166,57,10,21,43,39,13,1.380755922,0.474114985,0.083178068,0.174673942,0.357665691,0.324394464,0.108131488
SCAMP2,10066,329,2,28474,7,259,9.096017419,no link,non-devreg,non-CNS,housekeeping,-0.07,55,2,4,5,40,2,0,1.931586711,0.070239517,0.140479034,0.175598792,1.404790335,0.070239517,0
SCAMP3,10067,347,4,6407,7,177,27.62603403,no link,non-devreg,non-CNS,housekeeping,0.04,10,0,0,1,8,0,0,1.560792883,0,0,0.156079288,1.248634306,0,0
SCAMP4,113178,229,2,20642,5,65,3.148919678,no link,non-devreg,non-CNS,luxury,0.22,31,1,1,1,22,1,0,1.501792462,0.048444918,0.048444918,0.048444918,1.065788199,0.048444918,0
SCAMP5,192683,235,6,25961,5,247,9.514271407,no link,non-devreg,non-CNS,luxury,-0.34,55,14,6,2,31,14,0,2.118562459,0.539270444,0.231115905,0.077038635,1.194098841,0.539270444,0
SCAND1,51282,242,4,1010,0,0,0,no link,non-devreg,non-CNS,housekeeping,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCAP,22937,1279,2,62262,21,500,8.03058045,no link,non-devreg,non-CNS,housekeeping,-2.19,127,29,5,8,68,26,1,2.039767434,0.465773666,0.080305805,0.128489287,1.092158941,0.417590183,0.016061161
SCAPER,49855,1400,4,535691,29,4997,9.328138796,no link,non-devreg,non-CNS,luxury,0.65,838,361,72,74,187,275,56,1.564334663,0.673895959,0.134405842,0.138139338,0.34908184,0.513355647,0.104537877
SCARA3,51435,606,4,38961,4,233,5.980339314,no link,non-devreg,non-CNS,luxury,-1.22,67,8,9,16,14,6,2,1.719668386,0.205333539,0.231000231,0.410667077,0.359333693,0.154000154,0.051333385
SCARA5,286133,495,2,122971,7,1717,13.9626416,no link,non-devreg,non-CNS,luxury,0.62,212,21,29,56,41,16,4,1.723983703,0.170771971,0.235827959,0.455391922,0.333411943,0.130111978,0.032527994
SCARB1,949,509,4,86346,11,359,4.15769115,no link,non-devreg,non-CNS,luxury,-0.16,202,38,26,21,73,38,0,2.339425104,0.440089871,0.301114122,0.24320756,0.845435805,0.440089871,0
SCARB2,950,478,4,55161,10,543,9.843911459,asd-linked,non-devreg,non-CNS,housekeeping,0.49,103,9,10,23,26,9,0,1.86726129,0.163158753,0.181287504,0.416961259,0.47134751,0.163158753,0
SCARF1,8578,830,4,11932,9,263,22.04156889,no link,Devreg,non-CNS,luxury,2.34,16,2,3,2,7,1,1,1.340931948,0.167616493,0.25142474,0.167616493,0.586657727,0.083808247,0.083808247
SCARF2,91179,865,4,13273,9,180,13.56136518,no link,non-devreg,non-CNS,luxury,NA,8,0,2,2,4,0,0,0.602727341,0,0.150681835,0.150681835,0.301363671,0,0
SCCPDH,51097,429,2,44063,10,508,11.52894719,no link,non-devreg,non-CNS,luxury,0.26,84,11,7,5,30,10,1,1.906361346,0.249642557,0.158863446,0.11347389,0.680843338,0.226947779,0.022694778
SCD,6319,359,2,17817,4,313,17.56749172,no link,non-devreg,non-CNS,luxury,-0.1,17,0,2,2,11,0,0,0.954144918,0,0.112252343,0.112252343,0.617387888,0,0
SCD5,79966,330,4,169321,3,739,4.364491115,no link,non-devreg,non-CNS,luxury,0.15,318,50,32,49,91,38,11,1.878089546,0.295297098,0.188990143,0.289391156,0.537440719,0.224425795,0.064965362
SCEL,8796,688,6,109590,31,2268,20.69531892,no link,non-devreg,non-CNS,luxury,0.11,134,14,17,36,25,11,2,1.222739301,0.127748882,0.155123643,0.328497126,0.228123004,0.100374122,0.01824984
SCFD1,23256,642,12,113574,23,2045,18.00588163,no link,non-devreg,non-CNS,housekeeping,-0.18,144,41,10,17,40,32,6,1.267895821,0.360998116,0.088048321,0.149682146,0.352193284,0.281754627,0.052828993
SCFD2,152579,684,2,493092,7,6629,13.44373869,no link,non-devreg,non-CNS,housekeeping,-0.04,653,126,110,118,100,84,27,1.32429648,0.255530408,0.223082102,0.239306255,0.202801911,0.170353605,0.054756516
SCG2,7857,617,2,5560,0,0,0,no link,non-devreg,non-CNS,luxury,-0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCG3,29106,468,4,39674,10,840,21.17255633,asd-linked,non-devreg,non-CNS,luxury,-0.31,67,11,8,12,17,10,1,1.688763422,0.277259666,0.201643394,0.30246509,0.428492212,0.252054242,0.025205424
SCG5,6447,212,4,55429,4,1218,21.9740569,no link,non-devreg,non-CNS,luxury,-0.21,78,5,16,18,18,5,0,1.407205614,0.090205488,0.288657562,0.324739757,0.324739757,0.090205488,0
SCGB1A1,7356,91,2,4172,1,0,0,no link,non-devreg,non-CNS,luxury,0.06,8,0,0,3,5,0,0,1.917545542,0,0,0.719079578,1.198465964,0,0
SCGB1C1,147199,95,2,1494,1,0,0,no link,non-devreg,non-CNS,luxury,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCGB1D1,10648,90,2,3300,1,0,0,no link,non-devreg,non-CNS,luxury,0.53,2,0,0,2,0,0,0,0.606060606,0,0,0.606060606,0,0,0
SCGB1D2,10647,90,2,2557,1,0,0,no link,non-devreg,non-CNS,luxury,0.08,2,0,0,1,1,0,0,0.782166601,0,0,0.391083301,0.391083301,0,0
SCGB1D4,404552,83,2,2783,1,0,0,no link,non-devreg,non-CNS,luxury,0.01,4,0,0,1,3,0,0,1.43729788,0,0,0.35932447,1.07797341,0,0
SCGB2A1,4246,95,2,5272,1,0,0,no link,non-devreg,non-CNS,luxury,-0.08,7,0,0,0,7,0,0,1.327769347,0,0,0,1.327769347,0,0
SCGB2A2,4250,93,2,2999,1,0,0,no link,non-devreg,non-CNS,luxury,-0.23,2,1,0,0,1,1,0,0.666888963,0.333444481,0,0,0.333444481,0.333444481,0
SCGB2B2,284402,96,2,1145,1,0,0,no link,non-devreg,non-CNS,luxury,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCGB3A1,92304,104,2,1383,1,0,0,no link,Devreg,non-CNS,luxury,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCGB3A2,117156,93,2,3483,1,0,0,no link,non-devreg,non-CNS,luxury,-0.03,6,1,3,1,0,1,0,1.722652885,0.287108814,0.861326443,0.287108814,0,0.287108814,0
SCGN,10590,276,2,49580,9,652,13.1504639,no link,non-devreg,non-CNS,luxury,0.37,77,15,10,18,10,15,0,1.553045583,0.302541347,0.201694232,0.363049617,0.201694232,0.302541347,0
SCHIP1,29970,474,8,624120,6,2326,3.726847401,no link,non-devreg,non-CNS,luxury,-0.1,847,189,124,155,129,140,38,1.357110812,0.30282638,0.198679741,0.248349676,0.206691021,0.224315837,0.060885727
SCIMP,388325,145,4,25940,3,100,3.855050116,no link,non-devreg,non-CNS,luxury,-0.16,69,5,3,7,43,3,1,2.65998458,0.192752506,0.115651503,0.269853508,1.65767155,0.115651503,0.038550501
SCIN,85477,715,4,83026,14,1890,22.76395346,no link,Devreg,non-CNS,luxury,1.22,99,13,14,19,18,8,2,1.192397562,0.156577458,0.168621877,0.228843977,0.216799557,0.096355359,0.02408884
SCLT1,132320,688,6,209613,19,1931,9.212214891,no link,non-devreg,non-CNS,luxury,-0.06,284,105,45,26,50,75,23,1.354877799,0.50092313,0.214681341,0.124038108,0.238534824,0.357802236,0.109726019
SCLY,51540,453,2,38490,10,299,7.768251494,no link,non-devreg,non-CNS,luxury,0.22,72,20,10,1,31,20,0,1.870615744,0.519615485,0.259807742,0.025980774,0.805404001,0.519615485,0
SCMH1,22955,648,14,214945,13,1543,7.178580567,no link,non-devreg,non-CNS,luxury,-0.73,428,107,67,66,98,90,12,1.991207053,0.497801763,0.311707646,0.307055293,0.455930587,0.418711763,0.055828235
SCML1,6322,302,8,17514,5,223,12.73267101,no link,non-devreg,non-CNS,luxury,-0.08,26,4,5,7,2,4,0,1.484526664,0.228388718,0.285485897,0.399680256,0.114194359,0.228388718,0
SCML2,10389,700,2,115412,13,1112,9.635046616,no link,non-devreg,non-CNS,luxury,-0.49,202,58,24,13,82,49,9,1.750251274,0.502547395,0.207950646,0.112639933,0.710498042,0.424565903,0.077981492
SCML4,256380,414,6,122158,6,671,5.492886262,no link,non-devreg,non-CNS,luxury,-0.05,201,28,29,21,53,26,0,1.645410043,0.229211349,0.237397469,0.171908512,0.43386434,0.21283911,0
SCN10A,6336,1956,6,96665,25,1843,19.06584596,no link,non-devreg,non-CNS,luxury,-1.32,126,38,20,28,13,26,3,1.303470749,0.393110226,0.206900119,0.289660167,0.134485077,0.268970155,0.031035018
SCN11A,11280,1791,4,104793,24,1520,14.50478562,no link,non-devreg,non-CNS,luxury,-1.82,127,46,18,11,18,30,4,1.211913009,0.438960618,0.171767198,0.104968843,0.171767198,0.286278664,0.038170488
SCN1A,6323,1998,8,84511,24,2087,24.69501012,asd-linked,non-devreg,non-CNS,luxury,-1.43,75,10,10,22,15,8,2,0.887458437,0.118327792,0.118327792,0.260321142,0.177491687,0.094662233,0.023665558
SCN1B,6324,268,4,3583,1,0,0,no link,Devreg,CNS,luxury,0.62,3,0,0,3,0,0,0,0.83728719,0,0,0.83728719,0,0,0
SCN2A,6326,2005,6,96538,24,2674,27.69893721,asd-linked,non-devreg,non-CNS,luxury,-1.99,79,16,14,20,12,12,3,0.818330606,0.165737844,0.145020614,0.207172305,0.124303383,0.124303383,0.031075846
SCN2B,6327,215,2,13819,2,46,3.328750271,no link,non-devreg,non-CNS,luxury,-0.45,18,0,4,9,4,0,0,1.302554454,0,0.289456545,0.651277227,0.289456545,0,0
SCN3A,6328,2000,6,116548,26,2703,23.19216117,no link,non-devreg,non-CNS,luxury,-2.48,111,17,14,23,29,11,3,0.952397296,0.145862649,0.120122181,0.197343584,0.248824519,0.094381714,0.025740467
SCN3B,55800,215,4,25421,4,243,9.559026002,no link,non-devreg,non-CNS,luxury,-0.27,39,4,5,12,12,4,0,1.534164667,0.157350222,0.196687778,0.472050667,0.472050667,0.157350222,0
SCN4A,6329,1836,2,34365,22,1037,30.17605121,no link,non-devreg,non-CNS,luxury,-0.75,51,2,0,23,17,2,0,1.484068093,0.058198749,0,0.66928561,0.494689364,0.058198749,0
SCN4B,6330,228,6,19539,3,85,4.350273811,no link,non-devreg,non-CNS,luxury,-0.38,23,0,4,10,2,0,0,1.177132914,0,0.204718768,0.511796919,0.102359384,0,0
SCN5A,6331,1962,12,85298,24,1723,20.19977022,no link,non-devreg,CNS,luxury,-1.88,97,18,14,26,18,18,0,1.137189618,0.211024877,0.16413046,0.304813712,0.211024877,0.211024877,0
SCN7A,6332,1682,2,83399,23,1600,19.18488231,no link,non-devreg,non-CNS,luxury,0.86,111,29,13,19,11,17,9,1.33095121,0.347725992,0.155877169,0.227820477,0.131896066,0.203839375,0.107914963
SCN8A,6334,1980,4,221629,25,3177,14.33476666,no link,non-devreg,non-CNS,luxury,-1.75,326,64,31,49,99,53,5,1.470926639,0.288770874,0.139873392,0.2210902,0.446692445,0.23913838,0.022560225
SCN9A,6335,1977,2,180801,25,2613,14.45235369,no link,non-devreg,non-CNS,luxury,0.33,216,60,24,36,40,45,11,1.194683658,0.331856572,0.132742629,0.199113943,0.221237714,0.248892429,0.060840371
SCNM1,79005,230,4,4276,5,0,0,no link,non-devreg,non-CNS,housekeeping,0.35,5,0,0,0,5,0,0,1.169317119,0,0,0,1.169317119,0,0
SCNN1A,6337,728,6,28382,10,315,11.09858361,no link,non-devreg,non-CNS,luxury,0.27,65,16,2,17,23,16,0,2.290183919,0.56373758,0.070467198,0.598971179,0.810372771,0.56373758,0
SCNN1B,6338,640,2,79030,11,424,5.365051246,no link,non-devreg,non-CNS,luxury,0.16,220,26,24,41,93,18,0,2.783753005,0.328988992,0.303682146,0.518790333,1.176768316,0.22776161,0
SCNN1D,6339,802,2,11594,16,115,9.918923581,no link,non-devreg,non-CNS,luxury,1.77,4,0,0,1,2,0,0,0.345006038,0,0,0.086251509,0.172503019,0,0
SCNN1G,6340,649,2,34161,11,735,21.51576359,no link,non-devreg,non-CNS,luxury,-0.95,67,4,13,15,27,3,1,1.961300899,0.117092591,0.380550921,0.439097216,0.790374989,0.087819443,0.029273148
SCO1,6341,301,2,17237,4,257,14.90978709,no link,non-devreg,non-CNS,housekeeping,-0.18,16,8,0,2,6,8,0,0.928235772,0.464117886,0,0.116029471,0.348088414,0.464117886,0
SCO2,9997,266,8,2037,0,0,0,no link,non-devreg,non-CNS,housekeeping,-0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCOC,60592,122,16,39114,3,324,8.283479061,no link,non-devreg,non-CNS,housekeeping,0.7,54,9,6,11,12,9,0,1.380579844,0.230096641,0.15339776,0.281229227,0.306795521,0.230096641,0
SCP2,6342,547,16,124389,14,1193,9.590880223,no link,non-devreg,non-CNS,housekeeping,-0.8,281,79,23,21,115,70,3,2.259042198,0.63510439,0.18490381,0.168825218,0.924519049,0.562750726,0.024117888
SCP2D1,140856,156,2,666,0,0,0,no link,non-devreg,non-CNS,luxury,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCPEP1,59342,452,2,28662,11,631,22.01521178,no link,non-devreg,non-CNS,luxury,-0.45,59,8,6,7,26,8,0,2.058474635,0.279115205,0.209336404,0.244225804,0.907124416,0.279115205,0
SCRG1,11341,98,2,11319,1,0,0,no link,non-devreg,non-CNS,luxury,0.01,18,2,3,2,7,2,0,1.590246488,0.176694054,0.265041081,0.176694054,0.61842919,0.176694054,0
SCRIB,23513,1655,4,24460,35,534,21.83156173,no link,non-devreg,CNS,housekeeping,-2.44,9,4,0,1,4,4,0,0.36794767,0.163532298,0,0.040883074,0.163532298,0.163532298,0
SCRN1,9805,434,8,70187,6,718,10.22981464,no link,non-devreg,non-CNS,luxury,0.2,107,20,13,17,29,19,1,1.524498839,0.284953054,0.185219485,0.242210096,0.413181928,0.270705401,0.014247653
SCRN2,90507,425,4,3653,6,102,27.92225568,no link,non-devreg,non-CNS,luxury,0.76,4,0,1,2,0,0,0,1.094990419,0,0.273747605,0.547495209,0,0,0
SCRN3,79634,424,4,33847,6,486,14.35873194,no link,non-devreg,non-CNS,housekeeping,0,53,17,7,8,17,13,2,1.565869944,0.502260171,0.206813011,0.236357727,0.502260171,0.384081307,0.059089432
SCRT1,83482,348,2,5490,0,0,0,no link,Devreg,non-CNS,luxury,NA,1,0,1,0,0,0,0,0.182149362,0,0.182149362,0,0,0,0
SCRT2,85508,307,2,14584,0,0,0,no link,Devreg,non-CNS,luxury,NA,18,0,3,15,0,0,0,1.234229292,0,0.205704882,1.02852441,0,0,0
SCT,6343,121,2,861,2,5,5.807200929,no link,non-devreg,CNS,luxury,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCTR,6344,440,2,84610,11,599,7.079541425,no link,non-devreg,non-CNS,luxury,0.55,187,46,13,29,40,32,2,2.210140645,0.543670961,0.153646141,0.342749084,0.472757357,0.378205886,0.023637868
SCUBE1,80274,988,2,140166,20,2191,15.63146555,no link,non-devreg,non-CNS,luxury,-1.45,209,13,46,82,27,12,0,1.491089137,0.092747171,0.328182298,0.585020618,0.19262874,0.085612773,0
SCUBE2,57758,971,4,72104,20,1843,25.56030179,no link,non-devreg,non-CNS,luxury,-0.7,99,17,20,16,34,12,0,1.373016754,0.235770554,0.277377122,0.221901698,0.471541107,0.166426273,0
SCUBE3,222663,993,4,36420,20,778,21.36188907,no link,non-devreg,non-CNS,luxury,-0.22,32,2,5,10,6,2,0,0.878638111,0.054914882,0.137287205,0.27457441,0.164744646,0.054914882,0
SCX,642658,201,2,1529,0,0,0,no link,Devreg,non-CNS,luxury,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCYL1,57410,808,4,13635,16,303,22.22222222,no link,non-devreg,non-CNS,housekeeping,0.47,27,0,4,11,9,0,0,1.98019802,0,0.29336267,0.806747341,0.660066007,0,0
SCYL2,55681,929,2,72366,16,1259,17.39767294,no link,non-devreg,non-CNS,housekeeping,0.04,105,24,10,12,42,22,2,1.450957632,0.331647459,0.138186441,0.165823729,0.580383053,0.304010171,0.027637288
SCYL3,57147,742,4,40886,12,626,15.31086435,no link,non-devreg,non-CNS,housekeeping,0.31,54,11,8,3,11,11,0,1.320745487,0.269040747,0.195665998,0.073374749,0.269040747,0.269040747,0
